id,issues,label
400,"The office conference room equipment, such as projectors and audio systems, often malfunctions during meetings.",0
401,Employees have trouble connecting to virtual meetings or webinars due to network connectivity issues.,0
402,"The office scanners are often offline or malfunctioning, causing delays in document processing.",0
403,Employees struggle to access company software or applications due to network authentication issues.,0
404,The office landline phones frequently experience static or interference during calls.,0
405,"The office photocopiers frequently produce low-quality copies or are out of toner, impacting document reproduction.",0
406,Employees encounter difficulty accessing company emails or servers due to network outages.,0
407,"The office fax machines frequently fail to send or receive faxes, impacting communication with clients and partners.",0
408,"The office VPN connection is often unreliable, making it difficult for employees to access company resources remotely.",0
409,"Employees experience frequent dropped connections or lag during virtual meetings, impacting communication.",0
410,"The office projectors frequently display blurry or distorted images, impacting presentations.",0
411,Employees have difficulty accessing external websites or online tools due to network restrictions.,0
412,The office VoIP phone system frequently experiences delays or echoes during calls.,0
413,"The office desktop computers frequently experience power outages or shutdowns, leading to data loss.",0
414,Employees encounter difficulty accessing company databases or CRM systems due to network latency.,0
415,"The office printers frequently produce faded or streaked prints, requiring frequent maintenance.",0
416,"The office video conferencing software frequently crashes or freezes during meetings, disrupting communication.",0
417,Employees have difficulty accessing shared printers or scanners due to network permissions issues.,0
418,"The office laptops frequently experience overheating, leading to performance issues.",0
419,"The office mobile phones frequently experience dropped calls or poor reception, impacting communication.",0
420,Employees encounter difficulty accessing cloud-based storage or file-sharing platforms due to network congestion.,0
421,"The office network frequently experiences outages during peak usage times, impacting productivity.",0
422,"The cafeteria food often lacks variety, leading to monotony in meal options.",0
423,"The quality of food served in the cafeteria is consistently poor, causing dissatisfaction among employees.",0
424,"The cafeteria frequently runs out of popular menu items, leading to frustration during meal times.",0
425,Employees have reported finding hair or foreign objects in their food from the cafeteria.,0
426,The cafeteria staff are often rude or unhelpful when serving food or handling customer inquiries.,0
427,"The cafeteria seating area is frequently overcrowded, making it difficult to find a place to sit during peak hours.",0
428,"The cleanliness of the cafeteria tables and seating areas is often subpar, causing discomfort among employees.",0
429,The cafeteria food is often overpriced compared to similar establishments outside of the workplace.,0
430,Employees have reported cases of food poisoning after consuming food from the cafeteria.,0
431,The cafeteria lacks options for individuals with dietary restrictions or food allergies.,0
432,"The cafeteria often serves food that is undercooked or improperly prepared, posing health risks.",0
433,Employees have reported long wait times in line at the cafeteria checkout counter.,0
434,"The cafeteria refrigerators frequently malfunction, leading to spoiled food and wasted resources.",0
435,"The cafeteria menu rarely includes healthy options, making it challenging for employees to maintain a balanced diet.",0
436,Employees have reported instances of food theft from the cafeteria refrigerators or communal areas.,0
437,"The cafeteria often serves food that is bland or unappetizing, leading to dissatisfaction among employees.",0
438,The cafeteria frequently closes early or runs out of food before the scheduled closing time.,0
439,Employees have reported instances of food shortages or rationing in the cafeteria during busy periods.,0
440,"The cafeteria lacks options for vegetarian or vegan employees, limiting meal choices.",0
441,The cafeteria often serves food that is expired or past its freshness date.,0
442,Employees have reported instances of cross-contamination in the cafeteria food preparation area.,0
443,"The cafeteria lacks proper ventilation, causing unpleasant odors to linger in the seating area.",0
444,"The cafeteria frequently serves food that is soggy or undercooked, affecting taste and texture.",0
445,Employees have reported instances of unsanitary conditions in the cafeteria dishwashing area.,0
446,"The cafeteria frequently changes its menu without prior notice, leading to confusion among employees.",0
447,"The cafeteria seating area lacks adequate lighting, making it difficult to enjoy meals comfortably.",0
448,Employees have reported instances of food theft from the communal condiment or utensil stations.,0
449,"The cafeteria often serves food that is cold or lukewarm, rather than at the appropriate temperature.",0
450,"The cafeteria frequently serves food that is overly greasy or oily, leading to digestive issues.",0
451,Employees have reported instances of food contamination due to improper handling practices in the cafeteria.,0
452,"The cafeteria frequently runs out of disposable utensils or napkins, causing inconvenience during meals.",0
453,"The cafeteria often serves food that is stale or past its prime, leading to dissatisfaction among employees.",0
454,Employees have reported instances of pests such as rodents or insects in the cafeteria area.,0
455,The cafeteria lacks options for employees with dietary preferences such as gluten-free or dairy-free diets.,0
456,"The cafeteria frequently serves food that is under portioned, leaving employees feeling hungry after meals.",0
457,Employees have reported instances of food spills or messes in the cafeteria that are not promptly cleaned up.,0
458,"The cafeteria often serves food that is overly salty or seasoned, affecting taste and health.",0
459,"The cafeteria lacks options for employees with religious dietary restrictions, such as halal or kosher diets.",0
460,Employees have reported instances of unsanitary conditions in the cafeteria food storage areas.,0
461,The cafeteria frequently serves food that is overly processed or contains artificial ingredients.,0
462,Employees have reported instances of food shortages or limited portions during special events or promotions.,0
463,The cafeteria lacks options for employees who prefer to eat organic or locally sourced food.,0
464,"The cafeteria often serves food that is under seasoned or lacks flavor, leading to dissatisfaction among employees.",0
465,Employees have reported instances of unsanitary conditions in the cafeteria serving line or buffet area.,0
466,"The cafeteria frequently serves food that is overly spicy or hot, making it difficult for some employees to enjoy.",0
467,Employees have reported instances of food allergies or intolerances not being taken seriously by cafeteria staff.,0
468,"The office parking lot is frequently overcrowded, making it difficult to find a parking space.",0
469,Employees often have to park far away from the office building due to limited parking availability.,0
470,The office parking lot lacks designated parking spaces for employees with disabilities.,0
471,Employees frequently experience difficulty maneuvering in and out of tight parking spaces.,0
472,"The office parking lot is poorly lit, causing safety concerns during early morning or late evening hours.",0
473,Employees have reported instances of vehicle break-ins or thefts in the office parking lot.,0
474,"The office parking lot lacks proper signage or markings, leading to confusion about parking rules.",0
475,Employees often have to circle the parking lot multiple times before finding an available space.,0
476,"The office parking lot lacks adequate security measures, making employees feel unsafe leaving their vehicles unattended.",0
477,Employees have reported instances of unauthorized vehicles taking up reserved parking spaces.,0
478,"The office parking lot frequently floods during heavy rain, causing damage to vehicles.",0
479,Employees have difficulty accessing the office building from remote parking areas due to lack of pedestrian walkways.,0
480,"The office parking lot lacks shade or shelter, exposing vehicles to extreme weather conditions.",0
481,Employees have reported instances of aggressive behavior or confrontations over parking spaces.,0
482,"The office parking lot lacks proper maintenance, leading to potholes and uneven surfaces.",0
483,Employees often have to arrive at work earlier than necessary to secure a parking space.,0
484,The office parking lot lacks designated spaces for electric or hybrid vehicles.,0
485,"Employees frequently encounter difficulty navigating the parking lot layout, leading to congestion and delays.",0
486,The office parking lot lacks designated spaces for carpooling or ridesharing vehicles.,0
487,Employees have reported instances of vehicle damage due to overcrowding and tight parking spaces.,0
488,"The office parking lot lacks proper drainage, leading to standing water and mud puddles.",0
489,"Employees often have to park in unauthorized areas due to lack of available spaces, risking fines or towing.",0
490,"The office parking lot lacks adequate surveillance cameras, making it difficult to monitor for security threats.",0
491,Employees have reported instances of vandalism to vehicles parked in the office parking lot.,0
492,The office parking lot lacks designated spaces for motorcycles or bicycles.,0
493,Employees frequently encounter difficulty exiting the parking lot during peak hours due to traffic congestion.,0
494,The office parking lot lacks proper signage for directing employees to available parking areas.,0
495,Employees often have to park in neighboring businesses' parking lots due to lack of space in the office lot.,0
496,"The office parking lot lacks proper snow removal or de-icing during winter months, causing slippery conditions.",0
497,Employees have reported instances of vehicles blocking access to fire lanes or emergency exits.,0
498,"The office parking lot lacks designated spaces for delivery or service vehicles, causing congestion.",0
499,Employees frequently encounter difficulty finding their vehicles in the large parking lot after work.,0
500,The office parking lot lacks designated spaces for expectant mothers or parents with young children.,0
501,Employees have reported instances of unauthorized vehicles parking in reserved spaces for company executives.,0
502,"The office parking lot lacks proper maintenance of landscaping, leading to overgrown vegetation and visibility issues.",0
503,"Employees often have to park in areas with poor visibility, increasing the risk of accidents.",0
504,"The office parking lot lacks proper lighting near entrances and exits, causing safety concerns during dark hours.",0
505,Employees frequently encounter difficulty accessing parking pay stations or ticket machines.,0
506,The office parking lot lacks proper signage for indicating pedestrian crosswalks or walkways.,0
507,Employees have reported instances of vehicles blocking access to charging stations for electric vehicles.,0
508,The office parking lot lacks designated spaces for temporary or short-term parking.,0
509,"Employees often have to park in areas with limited cell phone reception, making it difficult to call for assistance.",0
510,"The office parking lot lacks proper security patrols, increasing the risk of theft and vandalism.",0
511,Employees frequently encounter difficulty accessing parking validation or reimbursement services.,0
512,"The office parking lot lacks proper maintenance of parking lot striping, leading to confusion about parking boundaries.",0
513,Employees have reported instances of vehicles being towed without proper notification or warning.,0
514,"The office restrooms are often unkempt, with overflowing trash bins and unclean surfaces.",0
515,Employees frequently encounter foul odors emanating from the office kitchen area.,0
516,The office refrigerator is frequently filled with expired or spoiled food items.,0
517,Employees have observed pests such as ants or cockroaches in the office storage closets.,0
518,"The office water dispenser is often dirty and poorly maintained, with algae buildup.",0
519,The office coffee machine is frequently covered in coffee stains and grime.,0
520,Employees have reported finding mold or mildew growth in the office air vents.,0
521,"The office break room tables are often sticky and covered in crumbs, attracting pests.",0
522,"The office recycling bins are frequently overflowing, with trash spilling onto the floor.",0
523,Employees often encounter dirty dishes left in the office sink for extended periods.,0
524,The office microwave is frequently splattered with food residue and grease.,0
525,"The office floor mats are often dirty and unsanitary, with visible stains and dirt buildup.",0
526,Employees have observed employees not washing their hands after using the restroom.,0
527,"The office supply cabinets are often disorganized and cluttered, making it difficult to find items.",0
528,"The office windows are often streaked and dirty, obstructing natural light and views.",0
529,Employees frequently encounter foul odors emanating from the office trash cans.,0
530,The office air conditioning vents are often covered in dust and debris.,0
531,"The office plants are often neglected and dying, with wilted leaves and soil buildup.",0
532,Employees have reported instances of food spills in the office hallways that are not promptly cleaned up.,0
533,"The office storage closets are often cluttered and disorganized, with items strewn about haphazardly.",0
534,"The office janitorial staff often neglects to empty the office recycling bins, leading to overflow.",0
535,Employees frequently encounter sticky residue on office equipment such as keyboards and mice.,0
536,The office restroom hand dryers are often out of order or poorly maintained.,0
537,The office supply room is frequently out of stock of essential cleaning supplies such as disinfectant wipes.,0
538,Employees have observed employees sneezing or coughing without covering their mouths in the office.,0
539,The office entryway is often littered with debris and dirt tracked in from outside.,0
540,The office elevator buttons are often sticky and covered in fingerprints.,0
541,Employees frequently encounter cobwebs and dust buildup in the office ceiling corners.,0
542,The office bulletin boards are often cluttered with outdated notices and flyers.,0
543,Employees have observed employees not properly disposing of food waste in the office compost bins.,0
544,The office cubicles are cramped and lack sufficient space for movement.,0
545,Employees often experience discomfort due to poorly designed office chairs.,0
546,The office desks are too small to accommodate necessary work equipment and documents.,0
547,Employees frequently encounter difficulty accessing power outlets from their desks.,0
548,"The office lighting is inadequate, causing eye strain and fatigue among employees.",0
549,"The office layout is inefficient, leading to long distances between workstations and common areas.",0
550,The office furniture is outdated and in need of replacement.,0
551,Employees often experience back pain due to lack of ergonomic support in office chairs.,0
552,The office meeting rooms lack sufficient seating and space for collaborative work.,0
553,The office desks are arranged in a way that obstructs natural light from reaching employees.,0
554,"The office temperature is poorly regulated, leading to discomfort and distraction among employees.",0
555,"The office noise levels are excessive, making it difficult to concentrate and communicate effectively.",0
556,"The office storage solutions are insufficient, leading to cluttered workspaces and decreased productivity.",0
557,Employees often have to share desks or workspaces due to limited availability.,0
558,The office workstation layout is uniform and lacks personalization options for employees.,0
559,"The office desks are poorly designed, lacking sufficient storage space for personal belongings and work materials.",0
560,"The office floor plan is confusing, making it difficult for employees to navigate between departments and meeting rooms.",0
561,The office desks are positioned in a way that obstructs views and creates privacy concerns for employees.,0
562,"The office furniture is uncomfortable and outdated, contributing to decreased employee morale.",0
563,Employees frequently encounter difficulty adjusting office chairs to their preferred ergonomic settings.,0
564,The office conference rooms lack modern technology and equipment for presentations and video conferencing.,0
565,"The office desk layout is cramped, limiting mobility and hindering collaboration between coworkers.",0
566,"The office furniture is mismatched and lacks consistency in design, creating a disorganized appearance.",0
567,Employees often experience neck strain due to improperly positioned computer monitors on office desks.,0
568,The office break room lacks sufficient seating and amenities for employees to relax and recharge.,0
569,"The office desk heights are not adjustable, causing discomfort for employees of different heights.",0
570,The office layout is rigid and does not allow for flexible seating arrangements or collaborative workspaces.,0
571,Employees frequently encounter difficulty finding quiet spaces for focused work or meetings.,0
572,The office furniture is worn out and in need of repair or replacement.,0
573,"The office desks are cluttered with cables and wires, creating trip hazards and visual distractions.",0
574,"The office seating options are limited to standard chairs, lacking ergonomic alternatives such as standing desks or balance balls.",0
575,Employees of certain races or ethnicities are overlooked for promotions or career advancement opportunities compared to others.,1
576,People with disabilities face barriers to accessing office facilities or accommodations that are readily available to their colleagues.,1
577,LGBTQ+ employees experience discrimination or harassment based on their sexual orientation or gender identity.,1
578,Employees from lower socioeconomic backgrounds are not given the same opportunities for professional development or training.,1
579,"Age discrimination occurs, with older employees being passed over for job opportunities or marginalized in the workplace.",1
580,Employees who speak English as a second language face language barriers or discrimination based on their accent.,1
581,Women are paid less than their male counterparts for the same job roles and responsibilities.,1
582,"Employees who are caregivers, such as parents or those with eldercare responsibilities, face challenges balancing work and family obligations.",1
583,Employees who don't conform to traditional gender norms or stereotypes face discrimination or bias in the workplace.,1
584,People with diverse religious beliefs are not accommodated for their religious practices or holidays.,1
585,Employees with non-traditional educational backgrounds or credentials are not considered for job opportunities or promotions.,1
586,Employees with mental health conditions face stigma and discrimination in the workplace.,1
587,"People from marginalized communities, such as Indigenous or immigrant populations, experience systemic barriers to career advancement.",1
588,Employees with visible tattoos or piercings are treated differently or face discrimination based on their appearance.,1
589,Individuals who advocate for diversity and inclusion initiatives face backlash or retaliation from colleagues or management.,1
590,Employees who are non-native speakers of the dominant language of the workplace are not given equal opportunities for communication.,1
591,"People with alternative work arrangements, such as remote workers or freelancers, are not treated equally compared to traditional employees.",1
592,Employees from certain geographic locations or regions are overlooked for opportunities compared to those from more privileged areas.,1
593,Individuals with unconventional career paths or experiences are not valued or respected in the workplace.,1
594,Employees with caregiving responsibilities are not provided with adequate parental leave or flexible work arrangements.,1
595,People with physical disabilities are not accommodated with accessible workspaces or equipment.,1
596,Employees with diverse cultural backgrounds are not recognized or celebrated in the workplace.,1
597,Individuals with non-traditional family structures face discrimination or bias based on their family status.,1
598,Employees who are introverted or shy are overlooked for leadership roles or opportunities for visibility.,1
599,People with alternative lifestyles or identities face discrimination or prejudice in the workplace.,1
600,Employees who raise concerns about workplace inequality or discrimination are ignored or dismissed by management.,1
601,Individuals from historically marginalized communities are not given equal access to mentorship or sponsorship programs.,1
602,"Employees who require religious accommodations, such as prayer rooms or dietary restrictions, are not provided with appropriate support.",1
603,"People with invisible disabilities, such as chronic illnesses or mental health conditions, face skepticism or disbelief from colleagues.",1
604,Employees who are victims of harassment or discrimination do not receive adequate support or resources from HR or management.,1
605,I am being unfairly criticized and humiliated in front of my colleagues.,1
606,My ideas are constantly belittled or dismissed by a certain coworker.,1
607,I am regularly excluded from team meetings or social events by my coworkers.,1
608,A colleague spreads rumors or gossip about me to undermine my reputation.,1
609,I feel intimidated and threatened by the aggressive behavior of a coworker.,1
610,I am constantly being yelled at or shouted down by a particular coworker.,1
611,A coworker uses offensive language or slurs directed at me or others in the workplace.,1
612,I am being sabotaged or undermined in my work tasks by a certain coworker.,1
613,I feel isolated and alienated from the rest of the team due to bullying behavior.,1
614,A coworker regularly makes demeaning or derogatory remarks about my appearance or personal characteristics.,1
615,I am being unfairly blamed for mistakes or failures by a certain coworker.,1
616,A colleague makes unwelcome advances or inappropriate comments of a sexual nature towards me.,1
617,"I am experiencing cyberbullying through emails, messages, or social media from a coworker.",1
618,"I feel constantly scrutinized and monitored by a certain coworker, making me uncomfortable in my work environment.",1
619,"A coworker engages in passive-aggressive behavior towards me, such as ignoring my emails or refusing to cooperate.",1
620,I am being excluded from important projects or opportunities by a particular coworker.,1
621,"A coworker engages in gaslighting behavior, making me doubt my own perceptions or sanity.",1
622,"I am being mocked or ridiculed for my accent, cultural background, or ethnicity by a certain coworker.",1
623,I am experiencing repeated instances of verbal abuse or shouting matches with a coworker.,1
624,A colleague uses their authority or position to intimidate or bully me into compliance.,1
625,"I am being excessively micromanaged by a certain coworker, undermining my autonomy and confidence.",1
626,A coworker steals credit for my work or ideas and presents them as their own.,1
627,I am being subjected to unwelcome physical contact or invasion of personal space by a certain coworker.,1
628,"A colleague engages in manipulative behavior, such as spreading lies or stirring up conflict between coworkers.",1
629,I am experiencing repeated acts of hostility or aggression from a coworker.,1
630,A coworker consistently undermines my authority or decisions in front of others.,1
631,I am being subjected to constant criticism or nitpicking of my work by a particular coworker.,1
632,A colleague engages in cyberbullying by spreading malicious rumors or false information about me online.,1
633,I am feeling stressed and anxious due to the hostile work environment created by a certain coworker's behavior.,1
634,A coworker engages in behavior that creates a hostile or toxic work environment for me and my colleagues.,1
635,"I am experiencing bullying behavior from multiple coworkers, creating a pervasive culture of hostility in the workplace.",1
636,A colleague engages in aggressive or confrontational behavior during team meetings or discussions.,1
637,I am being unfairly targeted or singled out for criticism by a certain coworker.,1
638,"A coworker engages in subtle forms of bullying, such as exclusion from social gatherings or passive-aggressive comments.",1
639,I am feeling isolated and marginalized within the team due to the bullying behavior of a coworker.,1
640,A colleague uses their seniority or influence to manipulate or control me in the workplace.,1
641,I am experiencing repeated instances of harassment or intimidation from a coworker.,1
642,A coworker engages in behavior that creates a toxic atmosphere of fear and mistrust among team members.,1
643,I am being subjected to constant ridicule or mockery of my ideas or contributions by a certain coworker.,1
644,A colleague engages in behavior that undermines my professional reputation or credibility in the workplace.,1
645,I am feeling emotionally drained and exhausted due to the ongoing bullying behavior from a coworker.,1
646,"A coworker engages in behavior that violates company policies or ethical standards, creating a hostile work environment.",1
647,"I am experiencing bullying behavior from a supervisor or manager, making it difficult for me to perform my job effectively.",1
648,A colleague engages in behavior that damages my self-esteem or self-confidence in the workplace.,1
649,"I am being subjected to constant criticism or negative feedback from a coworker, despite my best efforts to perform well.",1
650,"A coworker engages in behavior that undermines team cohesion or collaboration, creating tension and conflict within the group.",1
651,I am feeling emotionally and psychologically traumatized by the ongoing bullying behavior from a coworker.,1
652,I have witnessed unethical behavior within the company and feel compelled to report it.,1
653,I am concerned about potential violations of company policies or laws and want to report them anonymously.,1
654,There is a culture of secrecy and fear within the company that discourages employees from speaking out about wrongdoing.,1
655,I have evidence of fraud or corruption within the organization and need to bring it to the attention of management.,1
656,I fear retaliation or reprisal if I report misconduct or unethical behavior within the company.,1
657,There are discrepancies in financial records or accounting practices that need to be investigated.,1
658,I suspect that colleagues are engaging in illegal activities or unethical conduct and need to report it.,1
659,I am aware of safety violations or hazardous working conditions that pose a risk to employees and need to alert management.,1
660,"There is evidence of discrimination, harassment, or other forms of misconduct that need to be addressed by management.",1
661,I believe that senior management is involved in wrongdoing and that external authorities need to be notified.,1
662,I have observed environmental violations or negligence that need to be reported to regulatory agencies.,1
663,I am aware of conflicts of interest or breaches of fiduciary duty among company executives that need to be investigated.,1
664,There is evidence of insider trading or securities fraud that needs to be reported to the appropriate authorities.,1
665,I suspect that company resources are being misused or embezzled by certain individuals and need to report it.,1
666,I believe that the company's products or services are being marketed deceptively or fraudulently and need to report it.,1
667,There are concerns about data privacy breaches or cybersecurity vulnerabilities that need to be addressed by management.,1
668,"I suspect that colleagues are engaging in kickbacks, bribes, or other forms of corruption and need to report it.",1
669,There are violations of labor laws or employment regulations that need to be investigated and addressed.,1
670,I am aware of violations of intellectual property rights or copyright infringement that need to be addressed by management.,1
671,"I have evidence of price fixing, collusion, or other antitrust violations that need to be reported to regulatory authorities.",1
672,There are concerns about the company's compliance with industry regulations or standards that need to be addressed by management.,1
673,I suspect that the company is engaged in tax evasion or other forms of financial misconduct that need to be reported.,1
674,I am aware of conflicts of interest or unethical relationships between employees and suppliers that need to be investigated.,1
675,There are concerns about the company's environmental impact or sustainability practices that need to be addressed by management.,1
676,I believe that certain individuals within the company are engaging in nepotism or favoritism and need to be reported.,1
677,"There is evidence of price gouging, unfair pricing practices, or monopolistic behavior that needs to be reported to regulatory agencies.",1
678,I suspect that the company is engaging in deceptive advertising or consumer fraud that needs to be reported.,1
679,There are concerns about the accuracy or integrity of financial reporting that need to be investigated by management.,1
680,I am aware of violations of health and safety regulations or workplace standards that need to be addressed by management.,1
681,"There is evidence of product defects, recalls, or safety hazards that need to be reported to regulatory authorities.",1
682,I suspect that the company is engaging in discriminatory hiring practices or unequal treatment of employees and need to report it.,1
683,There are concerns about the company's corporate governance practices or board oversight that need to be addressed by management.,1
684,I believe that certain individuals within the company are engaging in conflicts of interest or self-dealing and need to be reported.,1
685,"There is evidence of falsification of records, documents, or reports that needs to be investigated by management.",1
686,"I am aware of violations of trade sanctions, export controls, or international trade regulations that need to be reported.",1
687,"There are concerns about the company's handling of customer complaints, refunds, or warranties that need to be addressed by management.",1
688,I suspect that the company is engaging in fraudulent billing practices or overcharging customers and need to report it.,1
689,"There is evidence of workplace bullying, harassment, or intimidation that needs to be addressed by management.",1
690,I believe that certain individuals within the company are engaging in insider trading or market manipulation and need to be reported.,1
691,There are concerns about the company's corporate social responsibility practices or ethical standards that need to be addressed by management.,1
692,I am aware of violations of immigration laws or employment eligibility requirements that need to be reported.,1
693,There is evidence of falsification of scientific data or research findings that needs to be investigated by management.,1
694,I suspect that the company is engaging in discriminatory pricing or practices that disadvantage certain customer groups and need to report it.,1
695,"There are concerns about the company's handling of intellectual property rights, patents, or trademarks that need to be addressed by management.",1
696,I believe that certain individuals within the company are engaging in accounting fraud or manipulation of financial statements and need to be reported.,1
697,There is evidence of collusion or conspiracy between company executives and competitors that needs to be reported to regulatory authorities.,1
698,I believe that the company's dress code policy is outdated and needs to be revised.,0
699,There is confusion among employees regarding the company's attendance and timekeeping policies.,0
700,I am concerned about the lack of transparency and clarity in the company's promotion and advancement policies.,0
701,The company's social media policy is too restrictive and limits employees' freedom of expression outside of work.,0
702,I am experiencing difficulties in understanding and navigating the company's expense reimbursement policy.,0
703,The company's policy on remote work is unclear and inconsistently applied across departments.,0
704,There are inconsistencies in how the company's performance evaluation and appraisal policies are implemented.,0
705,I believe that the company's policy on overtime compensation is unfair and needs to be revised.,0
706,The company's policy on workplace harassment and discrimination is not effectively enforced or communicated to employees.,0
707,I am concerned about the lack of diversity and inclusion initiatives in the company's hiring and recruitment policies.,0
708,The company's policy on employee benefits and perks is not competitive compared to industry standards.,0
709,I believe that the company's policy on whistleblowing and reporting misconduct is not adequately protecting employees from retaliation.,0
710,The company's policy on training and development opportunities for employees is inadequate and needs improvement.,0
711,There are discrepancies in how the company's policies on vacation and paid time off are interpreted and applied.,0
712,I am experiencing difficulties in accessing and understanding the company's healthcare and insurance policies.,0
713,The company's policy on flexible work arrangements does not accommodate the needs of employees with caregiving responsibilities.,0
714,I am concerned about the lack of support and resources provided by the company's policy on mental health and well-being.,0
715,The company's policy on conflicts of interest and outside employment is too restrictive and inhibits employees' personal pursuits.,0
716,There are inconsistencies in how the company's policies on data privacy and security are enforced and followed.,0
717,I believe that the company's policy on performance improvement plans is punitive and lacks support for struggling employees.,0
718,The company's policy on expense approvals and reimbursements is overly bureaucratic and slows down work processes.,0
719,I am experiencing difficulties in understanding and adhering to the company's policy on intellectual property rights.,0
720,The company's policy on workplace accommodations for employees with disabilities is not effectively implemented.,0
721,There are discrepancies in how the company's policies on parental leave and childcare support are applied to employees.,0
722,I believe that the company's policy on disciplinary actions and terminations is too harsh and lacks consideration for individual circumstances.,0
723,The company's policy on travel and expense management is not aligned with best practices and industry standards.,0
724,I am concerned about the lack of accountability and oversight in the company's policy on vendor and supplier relationships.,0
725,The company's policy on non-disclosure agreements and confidentiality clauses is too restrictive and inhibits open communication.,0
726,There are inconsistencies in how the company's policies on probationary periods and probation reviews are conducted.,0
727,I believe that the company's policy on performance bonuses and incentives is not transparent and lacks fairness in distribution.,0
728,The company's policy on use of company-owned devices and equipment is too restrictive and inhibits productivity.,0
729,I am experiencing difficulties in understanding and complying with the company's policy on workplace safety and emergency procedures.,0
730,The company's policy on employee classification and contract terms is ambiguous and leaves room for misinterpretation.,0
731,I am concerned about the lack of flexibility and accommodation in the company's policy on religious observance and holidays.,0
732,There are discrepancies in how the company's policies on intellectual property ownership and licensing are applied to employee-created work.,0
733,I believe that the company's policy on performance expectations and goals is unrealistic and unattainable for many employees.,0
734,The company's policy on employee conduct and professionalism is not consistently enforced across all levels of the organization.,0
735,I am experiencing difficulties in understanding and adhering to the company's policy on expense reporting and documentation.,0
736,The company's policy on employee grievances and dispute resolution is not responsive or impartial in addressing employee concerns.,0
737,There are inconsistencies in how the company's policies on workplace accommodations for religious beliefs are implemented.,0
738,I believe that the company's policy on job classifications and salary bands is outdated and not reflective of current market trends.,0
739,The company's policy on social responsibility and ethical business practices is not effectively communicated or integrated into operations.,0
740,I am concerned about the lack of support and resources provided by the company's policy on employee mental health and well-being.,0
741,There are discrepancies in how the company's policies on telecommuting and remote work arrangements are applied to different departments.,0
742,I believe that the company's policy on performance evaluations and feedback is not constructive or conducive to employee growth.,0
743,The company's policy on use of personal devices for work purposes is too restrictive and inhibits employee productivity.,0
744,I am experiencing difficulties in understanding and navigating the company's policy on financial disclosures and insider trading.,0
745,I am struggling to prioritize tasks effectively and often find myself overwhelmed with my workload.,0
746,There are frequent interruptions throughout the day that disrupt my focus and productivity.,0
747,"I have difficulty estimating the time needed to complete tasks, leading to frequent delays and missed deadlines.",0
748,I find it challenging to maintain a healthy work-life balance due to long hours and excessive workload.,0
749,"I frequently procrastinate on important tasks, leading to last-minute rushes and poor quality work.",0
750,I struggle to delegate tasks effectively and often end up trying to do everything myself.,0
751,"I have difficulty saying no to additional tasks or projects, resulting in an overwhelming workload.",0
752,"I struggle with time management techniques such as goal setting, planning, and prioritization.",0
753,"I often underestimate the time required to complete tasks, leading to unrealistic expectations and stress.",0
754,I am frequently late for meetings or appointments due to poor time management skills.,0
755,"I find it challenging to stay focused and avoid distractions, particularly when working remotely.",0
756,I have difficulty maintaining concentration on tasks for extended periods of time.,0
757,I struggle to balance competing priorities and often feel pulled in multiple directions at once.,0
758,I frequently feel stressed and overwhelmed by the sheer volume of tasks on my to-do list.,0
759,I have difficulty setting boundaries and saying no to non-essential tasks or requests.,0
760,"I struggle to break large projects into smaller, more manageable tasks, leading to feelings of being overwhelmed.",0
761,"I often find myself multitasking, which decreases my productivity and increases errors.",0
762,"I have difficulty estimating how long tasks will take, leading to poor time allocation and planning.",0
763,I frequently lose track of time and struggle to stay organized with deadlines and appointments.,0
764,I struggle with procrastination and often find myself avoiding tasks until the last minute.,0
765,"I have difficulty sticking to schedules or routines, leading to inconsistency in my work habits.",0
766,"I find it challenging to set realistic and achievable goals for myself, leading to frustration and disappointment.",0
767,I often feel like I'm running out of time and constantly chasing deadlines.,0
768,"I struggle with perfectionism and spend too much time on minor details, neglecting the bigger picture.",0
769,"I frequently feel overwhelmed by the sheer volume of emails and messages I receive, leading to inefficiency in communication.",0
770,"I have difficulty managing my energy levels throughout the day, leading to peaks and crashes in productivity.",0
771,I often feel paralyzed by indecision and struggle to make progress on tasks.,0
772,"I have difficulty estimating the effort required for different tasks, leading to poor allocation of resources.",0
773,I frequently find myself working late into the night to catch up on unfinished tasks.,0
774,I struggle to maintain focus and concentration in a noisy or chaotic work environment.,0
775,"I often feel guilty or anxious about taking breaks, leading to burnout and decreased productivity.",0
776,"I have difficulty saying no to colleagues or supervisors who ask for my assistance, even when I'm already overloaded with work.",0
777,"I frequently find myself in a state of constant firefighting, dealing with urgent tasks at the expense of important but less pressing ones.",0
778,I struggle to keep track of deadlines and due dates for multiple projects and tasks.,0
779,I often feel like there aren't enough hours in the day to accomplish everything I need to do.,0
780,"I have difficulty estimating how long it will take me to complete a task, leading to poor time management.",0
781,I frequently feel like I'm juggling too many tasks at once and worry about dropping the ball on something important.,0
782,I struggle with time management when working remotely and find it challenging to stay focused without the structure of an office environment.,0
783,"I often feel overwhelmed by the constant stream of notifications and interruptions from email, phone calls, and messages.",0
784,I have difficulty resisting the temptation to check social media or browse the internet during work hours.,0
785,I struggle to set boundaries with coworkers who frequently interrupt me with questions or requests.,0
786,I frequently feel stressed and anxious about falling behind on my work tasks and commitments.,0
787,"I have difficulty estimating how long it will take me to complete a task, leading to poor time allocation and planning.",0
